"forras","operativ_program","program","varos","nyertes","leiras","datum","osszeg","Jogallas","Megye","Kisterseg","Lako_nepesseg","roma_onkormanyzat","tipus","ev"
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Andocs","Madras 2000 Korlátolt Felelősségű Társaság","Eszköbeszerzlés a Madras 2000 KFt. építési tevékenységei kapcsán",2016-05-25,27.68,"község","Somogy","Tabi","1076","nincs","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Andocs","UNICAD STUDIO Mérnöki, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Gyártó berendezések vásárlása az Unicad Studio Kft. számára",2016-06-02,38.4,"község","Somogy","Tabi","1076","nincs","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Andocs","BAMAMA BAU Korlátolt Felelősségű Társaság","Gyártóeszköz-beszerzés a Bamama Bau Kft számára",2016-06-02,25.914,"község","Somogy","Tabi","1076","nincs","LHH",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Andocs","ANDOCS KÖZSÉG ÖNKORMÁNYZATA","ANDOCS KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6,"község","Somogy","Tabi","1076","nincs","LHH",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Andornaktálya","ANDORNAKTÁLYA KÖZSÉGI ÖNKORMÁNYZAT","ANDORNAKTÁLYA KÖZSÉGI ÖNKORMÁNYZAT ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6,"község","Heves","Egri","2615","nincs","nem_hatranyos_helyzetu",2016
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Andornaktálya","Kopcsik Nóra egyéni vállalkozó","Egy fő új,  frissen végzett szakképzett, rendszergazdai végzettségű jelenleg munkanélküli fiatal munkaerő kinevelése és tartós foglalkoztatása a vállalkozás informatikai szolgáltatásainak bővítésére, hálózat és szerverüzemeltetési feladatokra",2017-02-10,3.283935,"község","Heves","Egri","2615","nincs","nem_hatranyos_helyzetu",2017
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Annavölgy","Qualchem Vegyiárú, Gumi és Műanyagalapanyag Gyártó és Forgalmazó Zártkörűen Működő Részvénytársaság","Termelési kapacitás növelése a Qualchem Zrt-nél",2015-06-04,49.485,"község","Komárom-Esztergom","Esztergomi","935","nincs","nem_hatranyos_helyzetu",2015
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Annavölgy","QUALCHEM Vegyiárú, Gumi és Műanyagalapanyag Gyártó és Forgalmazó Zártkörűen Működő Részvénytársaság ","Termelési  kapacitás bővítése aQualchem Zártkörűen Működő Részvénytársaságnál",2015-12-22,99.4557,"község","Komárom-Esztergom","Esztergomi","935","nincs","nem_hatranyos_helyzetu",2015
"GINOP-2.1.1-15","GINOP","Vállalatok K+F+I tevékenységének támogatása","Annavölgy","QUALCHEM Vegyiárú, Gumi és Műanyagalapanyag Gyártó és Forgalmazó Zártkörűen Működő Részvénytársaság ","Hulladék gépkocsi szélvédők polivinil-butirál komponensének újrahasznosításra történő kinyerése(szilárd-folyadék extrakcióval) és ennek felhasználásával szabályozott,energiatakarékos visszapillantó tükör fűtés kifejlesztése az autóipar számára.",2016-08-25,445.1,"község","Komárom-Esztergom","Esztergomi","935","nincs","nem_hatranyos_helyzetu",2016
"GINOP-1.3.1-15","GINOP","Mikro-, kis- és középvállalkozások piaci megjelenésének támogatása","Annavölgy","HOLOFON Műanyag Újrahasznosító, Alapanyaggyártó és Forgalmazó Zártkörűen Működő Részvénytársaság","Hubform termékek külpiaci megjelenésének támogatása.",2016-12-19,19.9504,"község","Komárom-Esztergom","Esztergomi","935","nincs","nem_hatranyos_helyzetu",2016
"TOP-1.1.3-15-SB1","TOP","Helyi gazdaságfejlesztés","Apagy","Akác-Tüzép Kereskedelmi Termelő és Szolgáltató Korlátolt Felelősségű Társaság.","Helyi termékek piacra jutását segítő épület kialakítása Apagy községben",2016-12-20,81.834,"község","Szabolcs-Szatmár-Bereg","Nyíregyházi","2320","nincs","LHHK",2016
"VEKOP-4.2.1-15","VEKOP","Élőhelyek és fajok természetvédelmi helyzetének javítása, a természetvédelmi bemutatás infrastruktúrájának fejlesztése","Apaj","KISKUNSÁGI NEMZETI PARK IGAZGATÓSÁG","Csatornák, rizskalitkák, tájsebek, tanyahelyek felszámolása, tájba illesztése a Kiskunsági Nemzeti Park Igazgatóság működési területén",2016-11-11,420.655896,"község","Pest","Ráckevei","1199","nincs","nem_hatranyos_helyzetu",2016
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Apc","CSABAcast Könnyűfémöntöde Korlátolt Felelősségű Társaság","A CSABAcast Kft. termelési kapacitásának bővítése",2015-05-15,100,"község","Heves","Hatvani","2447","van","nem_hatranyos_helyzetu",2015
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Apc","B.T. HOLDING APC Hulladékfeldolgozó és Kereskedelmi Korlátolt Felelősségű Társaság","Eszközbeszerzések, exportfejlesztő kapacitás bővítése és versenyképesség javítása érdekében a B.T. Holding Apc Kft.-nél 2014-ben.",2015-07-23,93.395243,"község","Heves","Hatvani","2447","van","nem_hatranyos_helyzetu",2015
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Apc","CSABAcast Könnyűfémöntöde Korlátolt Felelősségű Társaság","Termelési kapacitások bővítése a CSABAcast Kft-nél",2015-12-21,499.6113,"község","Heves","Hatvani","2447","van","nem_hatranyos_helyzetu",2015
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Apc","CSABAcast Könnyűfémöntöde Korlátolt Felelősségű Társaság","A CSABAcast Kft.kapacitásbővítő beruházása",2016-01-20,49.992497,"község","Heves","Hatvani","2447","van","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Apc","APC KÖZSÉGI ÖNKORMÁNYZAT","APC KÖZSÉGI ÖNKORMÁNYZAT ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6,"község","Heves","Hatvani","2447","van","nem_hatranyos_helyzetu",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Apc","Apáczai Csere János Katolikus Általános Iskola","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével az Apáczai Csere János Katolikus Általános Iskolában",2017-02-08,25,"község","Heves","Hatvani","2447","van","nem_hatranyos_helyzetu",2017
"KEHOP-2.2.2-15","KEHOP","Felhívás a fejlesztési kötelezettséggel rendelkező települések számára szennyvízelvezetéssel és -kezeléssel kapcsolatos fejlesztések megvalósítására","Aranyosapáti","NFP Nemzeti Fejlesztési Programiroda Nonprofit Korlátolt Felelősségű Társaság","Aranyosapáti Község szennyvízcsatornázása",2015-12-09,941.626372,"község","Szabolcs-Szatmár-Bereg","Vásárosnaményi","2054","van","LHHK",2015
"KEHOP-2.2.2-15","KEHOP","Felhívás a fejlesztési kötelezettséggel rendelkező települések számára szennyvízelvezetéssel és -kezeléssel kapcsolatos fejlesztések megvalósítására","Arló","NFP Nemzeti Fejlesztési Programiroda Nonprofit Korlátolt Felelősségű Társaság","Arló Nagyközség szennyvízcsatornázás és tisztítás",2015-11-26,1413.074811,"nagyközség","Borsod-Abaúj-Zemplén","Ózdi","3736","van","LHHK",2015
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Arló","ARLÓ NAGYKÖZSÉG ÖNKORMÁNYZATA","ARLÓ NAGYKÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6.98448,"nagyközség","Borsod-Abaúj-Zemplén","Ózdi","3736","van","LHHK",2016
"EFOP-1.2.2-15","EFOP","Ifjúsági programok támogatása","Arló","Elfogadlak Alapítvány","A halmozottan hátrányos helyzetű fiatalok sikeres társadalmi integrációjának elősegítése az Ózdi járásban",2016-11-24,23.71491,"nagyközség","Borsod-Abaúj-Zemplén","Ózdi","3736","van","LHHK",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Arnót","ARNÓT KÖZSÉG ÖNKORMÁNYZATA","ARNÓT KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,5.998459,"község","Borsod-Abaúj-Zemplén","Miskolci","2387","nincs","nem_hatranyos_helyzetu",2016
"KEHOP-4.1.0-15","KEHOP","Élőhelyek és fajok természetvédelmi helyzetének javítása, a természetvédelmi kezelés és bemutatás infrastruktúrájának fejlesztése","Babócsa","DUNA-DRÁVA NEMZETI PARK IGAZGATÓSÁGA","Kisvízfolyások természetességének javítása, oldalirányú átjárhatóság fejlesztése: a babócsai Bika-rét vízutánpótlásának biztosítása a Rinya-patakból történő vízkivezetéssel",2016-05-31,54,"község","Somogy","Barcsi","1510","van","LHHK",2016
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Babócsa","""GYÖNGY"" Alapítvány /Gyermekeink Önzetlen Nemes Gyámolítása/","Tanoda létrehozása Babócsán",2016-09-27,29.99945,"község","Somogy","Barcsi","1510","van","LHHK",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Babócsa","BABÓCSA KÖZSÉG ÖNKORMÁNYZATA","BABÓCSA KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6,"község","Somogy","Barcsi","1510","van","LHHK",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Badacsonytomaj","BADACSONYTOMAJ  VÁROS ÖNKORMÁNYZATA","BADACSONYTOMAJ  VÁROS ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-18,5.999995,"város","Veszprém","Tapolcai","2077","nincs","nem_hatranyos_helyzetu",2016
